Datetime,FCU_CTRL,FAN_CTRL,RM_TEMP,RMCLGSPT,RMHTGSPT,FCU_MAT,FCU_DAT,FCU_RAT,FCU_CVLV,FCU_CVLV_DM,FCU_CLG_GPM,FCU_CLG_EWT,FCU_CLG_RWT,FCU_HVLV,FCU_HVLV_DM,FCU_HTG_GPM,FCU_HTG_EWT,FCU_HTG_RWT,FCU_DA_CFM,FCU_OA_CFM,FCU_DMPR,FCU_DMPR_DM,FCU_SPD,FCU_OAT,FCU_WAT,FCU_MA_HUMD,FCU_OA_HUMD,FCU_DA_HUMD,FCU_RA_HUMD
2018-01-01 11:33:00,1,1,72.03,72.0,68.0,68.24,62.14,72.03,0.15,0.15,0.2,45.0,66.78,0.0,0.0,0.0,120.0,62.14,335.05,30.68,0.3,0.3,9.75,30.49,2.9,23.22,48.09,61.84,21.24
2018-01-01 11:34:00,1,1,72.03,72.0,68.0,68.24,62.12,72.03,0.15,0.15,0.21,45.0,66.76,0.0,0.0,0.0,120.0,62.13,335.05,30.68,0.3,0.3,9.75,30.51,2.9,23.24,48.05,61.88,21.26
2018-01-01 11:35:00,1,1,72.03,72.0,68.0,68.24,62.1,72.03,0.15,0.15,0.21,45.0,66.75,0.0,0.0,0.0,120.0,62.11,335.05,30.68,0.3,0.3,9.75,30.52,2.9,23.25,48.01,61.92,21.28
2018-01-01 11:36:00,1,1,72.03,72.0,68.0,68.24,62.09,72.03,0.15,0.15,0.21,45.0,66.73,0.0,0.0,0.0,120.0,62.09,335.05,30.68,0.3,0.3,9.75,30.53,2.9,23.27,47.98,61.96,21.29
2018-01-01 11:37:00,1,1,72.03,72.0,68.0,68.24,62.07,72.03,0.15,0.15,0.21,45.0,66.72,0.0,0.0,0.0,120.0,62.07,335.05,30.68,0.3,0.3,9.75,30.55,2.9,23.28,47.94,62.0,21.31
2018-01-01 11:38:00,1,1,72.02,72.0,68.0,68.24,62.05,72.02,0.15,0.15,0.21,45.0,66.71,0.0,0.0,0.0,120.0,62.06,335.05,30.68,0.3,0.3,9.75,30.56,2.9,23.3,47.9,62.04,21.32
2018-01-01 11:39:00,1,1,72.02,72.0,68.0,68.24,62.04,72.02,0.15,0.15,0.21,45.0,66.69,0.0,0.0,0.0,120.0,62.04,335.05,30.68,0.3,0.3,9.75,30.58,2.9,23.31,47.86,62.07,21.34
2018-01-01 11:40:00,1,1,72.02,72.0,68.0,68.24,62.02,72.02,0.15,0.15,0.21,45.0,66.68,0.0,0.0,0.0,120.0,62.02,335.05,30.68,0.3,0.3,9.75,30.59,2.9,23.33,47.82,62.11,21.36
2018-01-01 11:41:00,1,1,72.02,72.0,68.0,68.24,62.01,72.02,0.15,0.15,0.21,45.0,66.67,0.0,0.0,0.0,120.0,62.01,335.05,30.68,0.3,0.3,9.75,30.6,2.9,23.34,47.79,62.14,21.37
2018-01-01 11:42:00,1,1,72.02,72.0,68.0,68.24,61.99,72.02,0.15,0.15,0.21,45.0,66.66,0.0,0.0,0.0,120.0,62.0,335.05,30.68,0.3,0.3,9.75,30.62,2.9,23.36,47.75,62.17,21.38
2018-01-01 11:43:00,1,1,72.02,72.0,68.0,68.24,61.98,72.02,0.15,0.15,0.21,45.0,66.65,0.0,0.0,0.0,120.0,61.98,335.05,30.68,0.3,0.3,9.75,30.63,2.9,23.37,47.71,62.2,21.4
