Datetime,FCU_CTRL,FAN_CTRL,RM_TEMP,RMCLGSPT,RMHTGSPT,FCU_MAT,FCU_DAT,FCU_RAT,FCU_CVLV,FCU_CVLV_DM,FCU_CLG_GPM,FCU_CLG_EWT,FCU_CLG_RWT,FCU_HVLV,FCU_HVLV_DM,FCU_HTG_GPM,FCU_HTG_EWT,FCU_HTG_RWT,FCU_DA_CFM,FCU_OA_CFM,FCU_DMPR,FCU_DMPR_DM,FCU_SPD,FCU_OAT,FCU_WAT,FCU_MA_HUMD,FCU_OA_HUMD,FCU_DA_HUMD,FCU_RA_HUMD
2018-01-07 21:10:00,2,1,57.47,85.0,55.0,51.55,55.73,57.47,0.0,0.0,0.0,45.0,55.09,0.0,0.0,0.0,120.0,55.73,0.0,0.88,0.0,0.0,0.0,45.64,0.0,43.15,53.05,77.77,35.15
2018-01-07 21:11:00,2,1,57.47,85.0,55.0,51.53,55.72,57.47,0.0,0.0,0.0,45.0,55.08,0.0,0.0,0.0,120.0,55.72,0.0,0.88,0.0,0.0,0.0,45.6,0.0,43.16,53.05,77.79,35.15
2018-01-07 21:12:00,2,1,57.46,85.0,55.0,51.51,55.72,57.46,0.0,0.0,0.0,45.0,55.07,0.0,0.0,0.0,120.0,55.72,0.0,0.88,0.0,0.0,0.0,45.56,0.0,43.16,53.05,77.8,35.16
2018-01-07 21:13:00,2,1,57.46,85.0,55.0,51.49,55.71,57.46,0.0,0.0,0.0,45.0,55.06,0.0,0.0,0.0,120.0,55.71,0.0,0.88,0.0,0.0,0.0,45.52,0.0,43.17,53.04,77.82,35.16
2018-01-07 21:14:00,2,1,57.45,85.0,55.0,51.47,55.7,57.45,0.0,0.0,0.0,45.0,55.05,0.0,0.0,0.0,120.0,55.7,0.0,0.88,0.0,0.0,0.0,45.48,0.0,43.17,53.04,77.83,35.17
2018-01-07 21:15:00,2,1,57.45,85.0,55.0,51.44,55.7,57.45,0.0,0.0,0.0,45.0,55.04,0.0,0.0,0.0,120.0,55.7,0.0,0.88,0.0,0.0,0.0,45.44,0.0,43.18,53.03,77.85,35.17
2018-01-07 21:16:00,2,1,57.45,85.0,55.0,51.42,55.69,57.45,0.0,0.0,0.0,45.0,55.03,0.0,0.0,0.0,120.0,55.69,0.0,0.88,0.0,0.0,0.0,45.4,0.0,43.18,53.02,77.86,35.18
2018-01-07 21:17:00,2,1,57.44,85.0,55.0,51.4,55.69,57.44,0.0,0.0,0.0,45.0,55.03,0.0,0.0,0.0,120.0,55.69,0.0,0.88,0.0,0.0,0.0,45.36,0.0,43.18,53.01,77.88,35.18
2018-01-07 21:18:00,2,1,57.44,85.0,55.0,51.38,55.68,57.44,0.0,0.0,0.0,45.0,55.02,0.0,0.0,0.0,120.0,55.68,0.0,0.88,0.0,0.0,0.0,45.32,0.0,43.19,53.0,77.89,35.19
2018-01-07 21:19:00,2,1,57.43,85.0,55.0,51.36,55.68,57.43,0.0,0.0,0.0,45.0,55.01,0.0,0.0,0.0,120.0,55.68,0.0,0.88,0.0,0.0,0.0,45.28,0.0,43.19,52.99,77.91,35.19
2018-01-07 21:20:00,2,1,57.43,85.0,55.0,51.34,55.67,57.43,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,120.0,55.67,0.0,0.88,0.0,0.0,0.0,45.24,0.0,43.19,52.98,77.93,35.19
2018-01-07 21:21:00,2,1,57.42,85.0,55.0,51.32,55.66,57.42,0.0,0.0,0.0,45.0,54.99,0.0,0.0,0.0,120.0,55.66,0.0,0.88,0.0,0.0,0.0,45.21,0.0,43.19,52.97,77.94,35.2
2018-01-07 21:22:00,2,1,57.42,85.0,55.0,51.29,55.66,57.42,0.0,0.0,0.0,45.0,54.98,0.0,0.0,0.0,120.0,55.66,0.0,0.88,0.0,0.0,0.0,45.17,0.0,43.19,52.96,77.96,35.2
2018-01-07 21:23:00,2,1,57.42,85.0,55.0,51.27,55.65,57.42,0.0,0.0,0.0,45.0,54.97,0.0,0.0,0.0,120.0,55.65,0.0,0.88,0.0,0.0,0.0,45.13,0.0,43.19,52.94,77.97,35.21
2018-01-07 21:24:00,2,1,57.41,85.0,55.0,51.25,55.65,57.41,0.0,0.0,0.0,45.0,54.96,0.0,0.0,0.0,120.0,55.65,0.0,0.88,0.0,0.0,0.0,45.1,0.0,43.19,52.92,77.99,35.21
2018-01-07 21:25:00,2,1,57.41,85.0,55.0,51.23,55.64,57.41,0.0,0.0,0.0,45.0,54.95,0.0,0.0,0.0,120.0,55.64,0.0,0.88,0.0,0.0,0.0,45.06,0.0,43.19,52.91,78.01,35.21
2018-01-07 21:26:00,2,1,57.4,85.0,55.0,51.21,55.63,57.4,0.0,0.0,0.0,45.0,54.94,0.0,0.0,0.0,120.0,55.63,0.0,0.88,0.0,0.0,0.0,45.02,0.0,43.19,52.89,78.02,35.22
2018-01-07 21:27:00,2,1,57.4,85.0,55.0,51.19,55.63,57.4,0.0,0.0,0.0,45.0,54.93,0.0,0.0,0.0,120.0,55.63,0.0,0.88,0.0,0.0,0.0,44.99,0.0,43.19,52.87,78.04,35.22
2018-01-07 21:28:00,2,1,57.4,85.0,55.0,51.18,55.62,57.4,0.0,0.0,0.0,45.0,54.92,0.0,0.0,0.0,120.0,55.62,0.0,0.88,0.0,0.0,0.0,44.95,0.0,43.19,52.85,78.06,35.23
2018-01-07 21:29:00,2,1,57.39,85.0,55.0,51.16,55.62,57.39,0.0,0.0,0.0,45.0,54.91,0.0,0.0,0.0,120.0,55.62,0.0,0.88,0.0,0.0,0.0,44.92,0.0,43.18,52.83,78.07,35.23
2018-01-07 21:30:00,2,1,57.39,85.0,55.0,51.14,55.61,57.39,0.0,0.0,0.0,45.0,54.9,0.0,0.0,0.0,120.0,55.61,0.0,0.88,0.0,0.0,0.0,44.89,0.0,43.18,52.81,78.09,35.23
2018-01-07 21:31:00,2,1,57.38,85.0,55.0,51.12,55.6,57.38,0.0,0.0,0.0,45.0,54.89,0.0,0.0,0.0,120.0,55.6,0.0,0.88,0.0,0.0,0.0,44.85,0.0,43.18,52.79,78.11,35.24
2018-01-07 21:32:00,2,1,57.38,85.0,55.0,51.1,55.6,57.38,0.0,0.0,0.0,45.0,54.88,0.0,0.0,0.0,120.0,55.6,0.0,0.88,0.0,0.0,0.0,44.82,0.0,43.18,52.77,78.12,35.24
2018-01-07 21:33:00,2,1,57.38,85.0,55.0,51.08,55.59,57.38,0.0,0.0,0.0,45.0,54.87,0.0,0.0,0.0,120.0,55.59,0.0,0.88,0.0,0.0,0.0,44.79,0.0,43.17,52.75,78.14,35.24
2018-01-07 21:34:00,2,1,57.37,85.0,55.0,51.06,55.58,57.37,0.0,0.0,0.0,45.0,54.86,0.0,0.0,0.0,120.0,55.58,0.0,0.88,0.0,0.0,0.0,44.75,0.0,43.17,52.73,78.16,35.25
2018-01-07 21:35:00,2,1,57.37,85.0,55.0,51.04,55.58,57.37,0.0,0.0,0.0,45.0,54.85,0.0,0.0,0.0,120.0,55.58,0.0,0.88,0.0,0.0,0.0,44.72,0.0,43.17,52.7,78.17,35.25
