Datetime,FCU_CTRL,FAN_CTRL,RM_TEMP,RMCLGSPT,RMHTGSPT,FCU_MAT,FCU_DAT,FCU_RAT,FCU_CVLV,FCU_CVLV_DM,FCU_CLG_GPM,FCU_CLG_EWT,FCU_CLG_RWT,FCU_HVLV,FCU_HVLV_DM,FCU_HTG_GPM,FCU_HTG_EWT,FCU_HTG_RWT,FCU_DA_CFM,FCU_OA_CFM,FCU_DMPR,FCU_DMPR_DM,FCU_SPD,FCU_OAT,FCU_WAT,FCU_MA_HUMD,FCU_OA_HUMD,FCU_DA_HUMD,FCU_RA_HUMD
2018-01-16 03:22:00,2,1,57.83,85.0,55.0,40.89,51.8,65.03,0.0,0.0,0.0,45.0,48.68,0.0,0.0,0.0,120.0,51.8,0.0,0.88,0.0,0.0,0.0,16.75,0.0,77.04,84.08,90.01,38.74
2018-01-16 03:23:00,2,1,57.82,85.0,55.0,40.88,51.77,65.02,0.0,0.0,0.0,45.0,48.66,0.0,0.0,0.0,120.0,51.77,0.0,0.88,0.0,0.0,0.0,16.73,0.0,77.04,84.0,90.11,38.74
2018-01-16 03:24:00,2,1,57.81,85.0,55.0,40.86,51.75,65.01,0.0,0.0,0.0,45.0,48.64,0.0,0.0,0.0,120.0,51.75,0.0,0.88,0.0,0.0,0.0,16.71,0.0,77.04,83.92,90.21,38.75
2018-01-16 03:25:00,2,1,57.81,85.0,55.0,40.85,51.72,65.01,0.0,0.0,0.0,45.0,48.62,0.0,0.0,0.0,120.0,51.72,0.0,0.88,0.0,0.0,0.0,16.7,0.0,77.04,83.84,90.3,38.75
2018-01-16 03:26:00,2,1,57.8,85.0,55.0,40.84,51.69,65.0,0.0,0.0,0.0,45.0,48.6,0.0,0.0,0.0,120.0,51.69,0.0,0.88,0.0,0.0,0.0,16.68,0.0,77.04,83.77,90.4,38.76
2018-01-16 03:27:00,2,1,57.79,85.0,55.0,40.82,51.67,64.99,0.0,0.0,0.0,45.0,48.58,0.0,0.0,0.0,120.0,51.67,0.0,0.88,0.0,0.0,0.0,16.66,0.0,77.04,83.69,90.5,38.76
2018-01-16 03:28:00,2,1,57.78,85.0,55.0,40.81,51.64,64.98,0.0,0.0,0.0,45.0,48.56,0.0,0.0,0.0,120.0,51.64,0.0,0.88,0.0,0.0,0.0,16.64,0.0,77.04,83.61,90.6,38.76
2018-01-16 03:29:00,2,1,57.77,85.0,55.0,40.79,51.61,64.97,0.0,0.0,0.0,45.0,48.54,0.0,0.0,0.0,120.0,51.61,0.0,0.88,0.0,0.0,0.0,16.62,0.0,77.04,83.54,90.7,38.77
2018-01-16 03:30:00,2,1,57.76,85.0,55.0,40.78,51.58,64.96,0.0,0.0,0.0,45.0,48.52,0.0,0.0,0.0,120.0,51.58,0.0,0.88,0.0,0.0,0.0,16.6,0.0,77.05,83.47,90.8,38.77
2018-01-16 03:31:00,2,1,57.75,85.0,55.0,40.76,51.56,64.95,0.0,0.0,0.0,45.0,48.5,0.0,0.0,0.0,120.0,51.56,0.0,0.88,0.0,0.0,0.0,16.58,0.0,77.05,83.4,90.9,38.78
2018-01-16 03:32:00,2,1,57.74,85.0,55.0,40.75,51.53,64.94,0.0,0.0,0.0,45.0,48.48,0.0,0.0,0.0,120.0,51.53,0.0,0.88,0.0,0.0,0.0,16.56,0.0,77.05,83.33,90.99,38.78
2018-01-16 03:33:00,2,1,57.73,85.0,55.0,40.73,51.5,64.93,0.0,0.0,0.0,45.0,48.46,0.0,0.0,0.0,120.0,51.5,0.0,0.88,0.0,0.0,0.0,16.54,0.0,77.06,83.26,91.09,38.78
2018-01-16 03:34:00,2,1,57.72,85.0,55.0,40.72,51.48,64.92,0.0,0.0,0.0,45.0,48.44,0.0,0.0,0.0,120.0,51.48,0.0,0.88,0.0,0.0,0.0,16.51,0.0,77.06,83.19,91.19,38.79
2018-01-16 03:35:00,2,1,57.71,85.0,55.0,40.7,51.45,64.91,0.0,0.0,0.0,45.0,48.42,0.0,0.0,0.0,120.0,51.45,0.0,0.88,0.0,0.0,0.0,16.49,0.0,77.07,83.13,91.29,38.79
2018-01-16 03:36:00,2,1,57.71,85.0,55.0,40.69,51.43,64.91,0.0,0.0,0.0,45.0,48.4,0.0,0.0,0.0,120.0,51.43,0.0,0.88,0.0,0.0,0.0,16.47,0.0,77.08,83.06,91.39,38.8
