Datetime,FCU_CTRL,FAN_CTRL,RM_TEMP,RMCLGSPT,RMHTGSPT,FCU_MAT,FCU_DAT,FCU_RAT,FCU_CVLV,FCU_CVLV_DM,FCU_CLG_GPM,FCU_CLG_EWT,FCU_CLG_RWT,FCU_HVLV,FCU_HVLV_DM,FCU_HTG_GPM,FCU_HTG_EWT,FCU_HTG_RWT,FCU_DA_CFM,FCU_OA_CFM,FCU_DMPR,FCU_DMPR_DM,FCU_SPD,FCU_OAT,FCU_WAT,FCU_MA_HUMD,FCU_OA_HUMD,FCU_DA_HUMD,FCU_RA_HUMD
2018-01-26 03:57:00,2,1,60.39,85.0,55.0,32.7,42.84,60.39,0.0,0.0,0.0,45.0,40.22,0.0,0.0,0.0,120.0,42.84,0.0,0.88,0.0,0.0,0.0,5.01,0.0,100.0,68.98,100.0,100.0
2018-01-26 03:58:00,2,1,60.38,85.0,55.0,32.69,42.82,60.38,0.0,0.0,0.0,45.0,40.2,0.0,0.0,0.0,120.0,42.82,0.0,0.88,0.0,0.0,0.0,5.01,0.0,100.0,68.99,100.0,100.0
2018-01-26 03:59:00,2,1,60.37,85.0,55.0,32.69,42.8,60.37,0.0,0.0,0.0,45.0,40.18,0.0,0.0,0.0,120.0,42.8,0.0,0.88,0.0,0.0,0.0,5.0,0.0,100.0,69.0,100.0,100.0
2018-01-26 04:00:00,2,1,60.36,85.0,55.0,32.68,42.77,60.36,0.0,0.0,0.0,45.0,40.16,0.0,0.0,0.0,120.0,42.77,0.0,0.88,0.0,0.0,0.0,5.0,0.0,100.0,69.01,100.0,100.0
2018-01-26 04:01:00,2,1,60.35,85.0,55.0,32.67,42.75,60.35,0.0,0.0,0.0,45.0,40.14,0.0,0.0,0.0,120.0,42.75,0.0,0.88,0.0,0.0,0.0,4.99,0.0,100.0,69.03,100.0,100.0
2018-01-26 04:02:00,2,1,60.34,85.0,55.0,32.66,42.73,60.34,0.0,0.0,0.0,45.0,40.12,0.0,0.0,0.0,120.0,42.73,0.0,0.88,0.0,0.0,0.0,4.98,0.0,100.0,69.07,100.0,100.0
2018-01-26 04:03:00,2,1,60.33,85.0,55.0,32.65,42.7,60.33,0.0,0.0,0.0,45.0,40.1,0.0,0.0,0.0,120.0,42.7,0.0,0.88,0.0,0.0,0.0,4.97,0.0,100.0,69.1,100.0,100.0
2018-01-26 04:04:00,2,1,60.32,85.0,55.0,32.64,42.68,60.32,0.0,0.0,0.0,45.0,40.08,0.0,0.0,0.0,120.0,42.68,0.0,0.88,0.0,0.0,0.0,4.96,0.0,100.0,69.14,100.0,100.0
2018-01-26 04:05:00,2,1,60.31,85.0,55.0,32.63,42.66,60.31,0.0,0.0,0.0,45.0,40.07,0.0,0.0,0.0,120.0,42.66,0.0,0.88,0.0,0.0,0.0,4.95,0.0,100.0,69.18,100.0,100.0
2018-01-26 04:06:00,2,1,60.3,85.0,55.0,32.62,42.64,60.3,0.0,0.0,0.0,45.0,40.05,0.0,0.0,0.0,120.0,42.64,0.0,0.88,0.0,0.0,0.0,4.94,0.0,100.0,69.21,100.0,100.0
